AUTH_ID,AUTH_LAST,AUTH_FIRST,ALT_FIRST,PSEUD_LAST_1,PSEUD_FIRST_1,PSEUD_LAST_2,PSEUD_FIRST_2,PSEUD_LAST_3,PSEUD_FIRST_3,CANON,DATE_B,DATE_D,NATIONALITY,GENDER,RACE,HYPHENATED_IDENTITY,IMMIGRANT,SEXUAL_IDENTITY,EDUCATION,MFA,SECONDARY_OCCUPATION,COTERIE,RELIGION,CLASS,GEOGRAPHY
A_04076,Listfield,Emily,,,,,,,,,,,American,F,Caucasian,,,Straight,"Colgate U, Emerson Coll",,Editor,,,,"New York City, NY"
A_04077,Litman,Viqui,,,,,,,,,,,American,F,Caucasian,,,,U of Maryland,,Public Relations,,,,"Fort Worth, TX"
A_04078,Livesey,Margot,,,,,,,,,1953,,American,F,Caucasian,Scottish-American,1,Straight,U of York,,Professor,,,,"Scotland; Boston, MA"
A_04079,Logue,Mary,,,,,,,,,1952,,American,F,Caucasian,,,Straight,,,Editor,,,,MN; WI
A_04080,Lovett,Sarah,,,,,,,,,1953,,American,F,Caucasian,,,Straight,Santa Fe Community Coll,,Legal Researcher,,,,"Santa Fe, NM"
A_04081,Lupoff,Richard A.,,,,,,,,,1935,,American,M,Caucasian,,,Straight,,,,,,,"New York City, NY"
A_04082,Macleod,Charlotte,,,,,,,,,1922,2005,American,F,Caucasian,Canadian-American,1,,Art Institute of Boston,,Advertising,,,,"Bath, Canada; Boston, MA; Lewiston, ME"
A_04083,MacNeil,Robert,,,,,,,,,1931,,American,M,Caucasian,Canadian-American,1,Straight,"Dalhousie U, Carleton U",,News Anchor,,,,"Montreal, Canada"
A_04084,Macomber,Debbie,,,,,,,,,1948,,American,F,Caucasian,,,Straight,,,,,,,"Yakima, WA; Port Orchard, WA; FL"
A_04085,MacPherson,Rett,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,"St. Louis, MO"
A_04086,Horwood,Susan Elizabeth,,Madison,Susan,,,,,,1940,,American,F,Caucasian,British-American,1,Straight,,,Writing Tutor,,,,"Oxford, England; France; TN"
A_04087,Maguire,Gregory,,,,,,,,,1954,,American,M,Caucasian,,,Gay,"SUNY at Albany, Tufts",,Professor,,Roman Catholic,,"Albany, NY"
A_04088,Mailer,Norris Church,,,,,,,,,1949,2010,American,F,Caucasian,,,Straight,,,Teacher,,,,"Russellville, AR; New York City, NY"
A_04089,Malanowski,Jamie,,,,,,,,,,,American,M,Caucasian,,,Straight,,,Editor,,,,"Westchester County, NY"
A_04090,Mamet,David,,,,,,,,C,1947,,American,M,Caucasian,,,Straight,Goddard Coll,,Screenwriter,,Jewish,,"Chicago, IL"
A_04091,Mann,Paul,,,,,,,,,1947,,American,M,Caucasian,Anglo-American,1,,,,Journalist,,,,"London, England; York, ME"
A_04092,Mann,William J,,,,,,,,,1963,,American,M,Caucasian,,,Gay,Wesleyan U,,Journalist,,,,CT
A_04093,Mapson,Jo-Ann,,,,,,,,,,,American,F,Caucasian,,,Straight,California State U Long Beach,Vermont Coll,Teacher,,,,"CA; Anchorage, AK"
A_04094,Marcinko,Richard,,,,,,,,,1940,,American,M,Caucasian,,,Straight,"Auburn U, Naval Postgraduate School",,Navy SEAL Commander,,,,"Lansford, PA; New Brunswick, NJ"
A_04095,Massey,Sujata,,,,,,,,,1964,,American,F,South Asian,Indian-American,1,Straight,Johns Hopkins U,,,,,,"Sussex, UK; St. Paul, MN; Washington, DC"
A_04096,Mathes,Charles,,,,,,,,,1949,,American,M,Caucasian,,,,NYU,,Art Appraiser,,,,"New York City, NY "
A_04097,Matson,Suzanne,,,,,,,,,1959,,American,F,Caucasian,,,Straight,"Portland State U, U of Washington",,Professor,,,,"Portland, OR; Newton, MA"
A_04098,Mattison,Alice,,,,,,,,,,,American,F,Caucasian,,,,"Queens Coll, Harvard",,,,,,"New York, NY; New Haven, CT"
A_04099,Mayer,Bob,,,,,,,,,1959,,American,M,Caucasian,,,Straight,West Point,,Military,,,,"New York City, NY"
A_04100,McCann,Colum,,,,,,,,,1965,,American,M,Caucasian,Irish-American,1,Straight,"Dublin Institute of Technology, U of Texas",,Journalist,,,,"Dublin, Ireland; TX; NY"
A_04101,McClendon,Lise,,,,,,,,,,,American,F,Caucasian,,,,,,Journalist,,,,"Carmel, CA; MT"
A_04102,McClister,Michael,,,,,,,,,,,American,M,,,,,,,Political Consultant,,,,"Naples, FL"
A_04103,McCorquodale,Robin,,,,,,,,,1934,2014,American,F,Caucasian,,,Straight,Mills Coll; U of Texas at Austin,,,,,,"Houston, TX"
A_04104,McFadden,Bernice L,,,,,,,,,1966,,American,F,Black,African-American,,,Fordham U,,,,,,"New York, NY"
A_04105,McGarrity,Michael,,,,,,,,,1939,,American,M,Caucasian,,,Straight,"U of NM, U of IA",,Former Law Enforcement Officer,,,,"Santa Fe, NM"
A_04106,McGhee,Alison,,,,,,,,C,1960,,American,F,Caucasian,,,,Middlebury Coll,,Professor,,,,"New York, NY; St. Paul, MN"
A_04107,McGrory,Brian,,,,,,,,,1961,,American,M,Caucasian,,,Straight,Bates Coll,,Editor,,,,"Boston, MA"
A_04108,Massie,Sonja,,McKevett,G. A,,,,,,1952,,American,F,Caucasian,,,Straight,,,Teacher,,,,"Los Angeles, CA; Canada; Ireland; NY"
A_04109,McKillip,Patricia A,,,,,,,,,1948,,American,F,Caucasian,,,Straight,San Jose State U,,,,,,"Roxbury, NY; OR"
A_04110,Pelletier,Cathie,,McKinnon,K. C,,,,,,1953,,American,F,Caucasian,,,Straight,U of Maine,,Songwriter,,,,"Allagash, ME; TN"
A_04111,McMahon,Neil,,,,,,,,,1949,,American,M,Caucasian,,,Straight,Stanford,,,,,,"Missoula, MT"
A_04112,McMillan,Rosalyn,,,,,,,,,1953,,American,F,Black,,,Straight,,,Seamstress,,,,"Port Huron, MI"
A_04113,Meier,Leslie,,,,,,,,,1948,,American,F,Caucasian,,,Straight,Bridgewater State Coll,,,,,,"Cape Cod, MA"
A_04114,Meier,Paul D,,,,,,,,,,,American,M,,,,,"Michigan State U, U of Arkansas, Dallas Theological Seminary",,Psychiatrist,,Christian,,
A_04115,Mendelsohn,Jane,,,,,,,,,1965,,American,F,Caucasian,,,Straight,Yale,,,,,,"New York City, NY"
A_04116,Merlis,Mark,,,,,,,,,1950,,American,M,Caucasian,,,Gay,"Wesleyan U, Brown",,Health Policy Analyst,,,,"Baltimore, MD; Philadelphia, PA"
A_04117,Mestre-Reed,Ernesto,,,,,,,,,1964,,American,M,Hispanic,Cuban-American,1,,Tulane,,Teacher,,,,"Guantanamo, Cuba; Miami, FL; New York City, NY"
A_04118,Meyer,Nicholas,,,,,,,,,1945,,American,M,Caucasian,,,Straight,U of Iowa,,Screenwriter,,,,"New York City, NY"
A_04119,Millhiser,Marlys,,,,,,,,,1938,,American,F,Caucasian,,,,,,Teacher,,,,"Charles City, IA; Boulder, CO"
A_04120,Mills,Kyle,,,,,,,,,1966,,American,M,Caucasian,,,Straight,,,,,,,"OR; Jackson Hole, WY"
A_04121,Min,Anchee,,,,,,,,,1957,,American,F,Asian,Asian-American,,Straight,School of the Art Institute of Chicago,School of the Art Institute of Chicago,Actress,,,,"Shanghai, China; San Francisco, CA"
A_04122,Minichino,Camille,,,,,,,,,1937,,American,F,Caucasian,,,Straight,"Emmanuel Coll, Fordham U",,Teacher,,,,"San Francisco, CA"
A_04123,Mirvis,Tova,,,,,,,,,,,American,F,Caucasian,,,Straight,Columbia,Columbia,,,,,"Memphis, TN; Boston, MA"
A_04124,Mitcham,Judson,,,,,,,,,1948,,American,M,Caucasian,,,Straight,U of Georgia,,Professor,,,,"Macon, GA"
A_04125,Mitchard,Jacquelyn,,,,,,,,,1956,,American,F,Caucasian,,,Straight,U of Illinois at Urbana-Champaign,,Journalist,,,,"Chicago, IL; Brewster, MA"
A_04126,Mitchell,V. E,,,,,,,,,1954,,American,F,Caucasian,,,,,,Geologist,,,,ID
A_04127,Modesitt,L. E.,,,,,,,,,1943,,American,M,Caucasian,,,Straight,Williams Coll,,Former Navy Pilot,,,,"Denver, CO; Washington, DC; Cedar City, UT"
A_04128,Mones,Nicole,,,,,,,,,1952,,American,F,Caucasian,,,,,,,,,,"Portland, OR"
A_04129,Monfredo,Miriam Grace,,,,,,,,,,,American,M,Caucasian,,,,Nazareth Coll,,Historian,,,,"Seneca Falls, NY"
A_04130,Montanari,Richard,,,,,,,,,1952,,American,M,Caucasian,Italian-American,,,,,Journalist,,,,"Cleveland, OH"
A_04131,Moore,Christopher,,,,,,,,,1957,,American,M,Caucasian,,,,Ohio State U,,,,,,"Toledo, OH; San Francisco, CA"
A_04132,Mordden,Ethan,,,,,,,,,1949,,American,M,Caucasian,,,,U of Pennsylvania,,Music Director,,,,"PA; Venice, Italy; Long Island, NY"
A_04133,Morgan,Kathleen,,,,,,,,,1950,,American,F,Caucasian,,,Straight,,,Nurse,,Christian,,"Long Beach, CA; Colorado Springs, CO"
A_04134,Morris,Lynn,,,,,,,,,1954,,American,F,Caucasian,,,,,,,,Christian,,AL
A_04135,Morris,Mary,,,,,,,,,1947,,American,F,Caucasian,,,Straight,"Tufts U, Columbia",,Professor,,,,"Chicago, IL; New York, NY"
A_04136,Morris,Mary McGarry,,,,,,,,,1943,,American,F,Caucasian,,,Straight,"U of Vermont, U of MA",,Social Worker,,,,"Meriden, CT; Andover, MA"
A_04137,Morrow,Bradford,,,,,,,,C,1951,,American,M,Caucasian,,,,U of Colorado,,Professor,Postmodern,,,"Baltimore, MD; Littleton, CO; New York City, NY"
A_04138,Mukherjee,Bharati,,,,,,,,,1940,,American,F,Asian,Indian-American,1,Straight,"U of Calcutta, U of Baroda",,Professor,,,,"India; Berkeley, CA"
A_04139,Murphy,Dallas,,,,,,,,,,,American,M,Caucasian,,,,,,,,,,"FL; New York City, NY"
A_04140,Murphy,Shirley Rousseau,,,,,,,,,1928,,American,F,Caucasian,,,,San Francisco Art Institute,,Interior Designer,,,,CA
A_04141,Murray,Albert,,,,,,,,,1916,2013,American,M,Black,African-American,,Straight,"Tuskegee Institute, NYU",,Critic,,,,"Nokomis, AL; New York City, NY"
A_04142,Murray,Lynne,,,,,,,,,,,American,F,Caucasian,,,Straight,San Francisco State U,,,,,,"Decatur, IL; San Francisco, CA"
A_04143,Naylor,Phyllis Reynolds,,,,,,,,,1933,,American,F,Caucasian,,,Straight,American U,,,,,,"Anderson, IN"
A_04144,Nelson,James L,,,,,,,,,1962,,American,M,Caucasian,,,Straight,"U of MA Amherst, UCLA",,,,,,"Lewiston, ME"
A_04145,Neville,Katherine,,,,,,,,,1945,,American,F,Caucasian,,,Straight,,,,,,,"St. Louis, MO; Washington, DC"
A_04146,Newman,Christopher,,,,,,,,,1952,,American,M,Caucasian,,,,"UC Santa Cruz, Birmingham U",,,,,,"San Francisco, CA; New York City, NY; Lexington, KY"
A_04147,Nicholson,Joy,,,,,,,,,,,American,F,Caucasian,,,Straight,,,,,,,"WI; Palos Verdes, CA"
A_04148,Norman,Howard A,,,,,,,,,1949,,American,M,Caucasian,Russian-Polish-American,,Straight,"Western Michigan U, Indiana U",,Teacher,,,,"Toledo, OH"
A_04149,Nunez,Sigrid,,,,,,,,,1951,,American,F,Mixed,German-Chinese-Panamanian,,,Barnard Coll,Columbia,Teacher,,,,"New York City, NY"
A_04150,O'Doherty,Brian,,,,,,,,,1928,,American,M,Caucasian,Irish-American,1,Straight,"U Coll Dublin Med, Harvard Public Health",,,,,,"Dublin, Ireland; New York, NY"
A_04151,O'Leary,Patrick,,,,,,,,,1952,,American,M,Caucasian,,,Straight,Wayne State U,,Copywriter,,,,"Saginaw, MI"
A_04152,O'Nan,Stewart,,,,,,,,,1961,,American,M,Caucasian,,,Straight,Boston U,Cornell,Teacher,,,,"Pittsburgh, PA; Long Island, NY"
A_04153,O'Reilly,Bill,,,,,,,,,1949,,American,M,Caucasian,,,Straight,"Marist Coll, Boston U, Harvard",,Television Host,,Roman Catholic,,"New York City, NY"
A_04154,Olds,Bruce,,,,,,,,,,,American,M,Caucasian,,,,,,,,,,"NJ; Chicago, IL"
A_04155,Osborn,Karen,,,,,,,,,,,American,F,Caucasian,,,Straight,"Hollins Coll, U of AR",,Professor,,,,"Grand Island, NY"
A_04156,Owen,Howard,,,,,,,,,1949,,American,M,Caucasian,,,Straight,"UNC Chapel Hill, Virginia Commonwealth U",,Journalist,,,,"Fayetteville, NC; Richmond, VA "
A_04157,Padgett,Abigail,,,,,,,,,1942,,American,F,Caucasian,,,Straight,"Indiana U, U of Missouri",,Court Investigator,,,,"Vincennes, IN"
A_04158,Page,Katherine Hall,,,,,,,,,1947,,American,F,Caucasian,,,Straight,"Wellesley Coll, Tufts, Harvard",,,,,,NJ; MA
A_04159,Albert,Susan Wittig,,Paige,Robin,,,,,,1940,,American,F,Caucasian,,,Straight,"U of Illinois, UC Berkeley",,Professor,,,,"Vermilion County, IL"
A_04160,Palahniuk,Chuck,,,,,,,,,1962,,American,M,Caucasian,Ukrainian-Russian-French,,Gay,U of OR,,,,,,"Pasco, WA; Portland, OR"
A_04161,Palmer,Catherine,,,,,,,,,1956,,American,F,Caucasian,,,Straight,"Southwest Baptist U, Baylor U",,,,Christian,,"Atlanta, GA"
A_04162,Parker,T. Jefferson,,,,,,,,,1953,,American,M,Caucasian,,,Straight,UC Irvine,,Journalist,,,,"Los Angeles, CA; San Diego, CA"
A_04163,Parker,Thomas Trebitsch,,,,,,,,,1943,,American,M,Caucasian,,,,Stanford,San Francisco State U,,,,,"San Francisco, CA"
A_04164,Patchett,Ann,,,,,,,,,1963,,American,F,Caucasian,,,Straight,Sarah Lawrence Coll,Iowa,,,,,"Los Angeles, CA; Nashville, TN"
A_04165,Paxson,Diana L,,,,,,,,,1943,,American,F,Caucasian,,,,"Mills Coll, UC Berkeley",,,Neopagan,,,"Detroit, MI; Berkeley, CA"
A_04166,Pearson,Ryne Douglas,,,,,,,,,1964,,American,M,Caucasian, ,,Straight,,,Screenwriter,,,,CA
A_04167,Peck,Dale,,,,,,,,C,1967,,American,M,Caucasian,,,Gay,Drew U,,Columnist,,,,"Long Island, NY; KS"
A_04168,Peel,John,,,,,,,,,1954,,American,M,Caucasian,British-American,1,Straight,U of Nottingham,,,,,,"Nottingham; Long Island, NY"
A_04169,Peery,Janet,,,,,,,,,1948,,American,F,Caucasian,,,,Wichita State U,Wichita State U,Professor,,,,"Wichita, KS; Norfolk, VA"
A_04170,Pelecanos,George P,,,,,,,,,1957,,American,M,Caucasian,Greek-American,,Straight,U of MD,,Screenwriter,,,,"Washington, DC"
A_04171,Pella,Judith,,,,,,,,,,,American,F,Caucasian,,,Straight,,,Former Nurse,,,,"Scappoose, OR"
A_04172,Penman,Sharon Kay,,,,,,,,,1945,,American,F,Caucasian,,,,"U of Texas at Austin, Rutgers U",,Former Tax Lawyer,,,,"New York City, NY; NJ"
A_04173,Perdue,Lewis,,,,,,,,,1949,,American,M,Caucasian,,,,Cornell,,Journalist,,,,"Greenwood, MS"
A_04174,Perry,Steve,,,,,,,,,1947,,American,M,Caucasian,,,Straight,,,,,,,"Portland, OR"
A_04175,Phillips,Clyde,,,,,,,,,1958,,American,M,Caucasian,,,Straight,UCLA,,Screenwriter,,,,"Boston, MA; CT; CA"
A_04176,Picoult,Jodi,,,,,,,,,1966,,American,F,Caucasian,,,Straight,"Princeton, Harvard",,Teacher,,,,"Long Island, NY; NH"
A_04177,Pietrzyk,Leslie,,,,,,,,,1961,,American,F,Caucasian,,,Straight,Northwestern U,American U,Teacher,,,,"Alexandria, VA"
A_04178,Pinckney,Darryl,,,,,,,,,1953,,American,M,Black,African-American,,Gay,Columbia,,Playwright,,,,"Indianapolis, IN; New York, NY"
A_04179,Pineiro,R. J,,,,,,,,,1961,,American,M,Hispanic,Cuban-American,,Straight,LSU,,Computer Industry,,,,"Havana, Cuba; Austin, TX"
A_04180,Pirsig,Robert M,,,,,,,,,1928,,American,M,Caucasian,,,Straight,"U of Minnesota, Banaras Hindu U, U of Chicago",,Philosopher,,,,"Minneapolis, MN"
A_04181,Plante,David,,,,,,,,C,1940,,American,M,Caucasian,,,Gay,"Boston Coll, Universite catholique de Louvain",,Professor,,,,"Providence, RI; New York City, NY"
A_04182,Porter,Connie Rose,,,,,,,,,1959,,American,F,Black,African-American,,,SUNY at Albany,Louisiana State U,Teacher,,,,"Lackawanna, NY"
A_04183,Powers,Richard,,,,,,,,C,1957,,American,M,Caucasian,,,Straight,U of IL at Urbana-Champaign,,Professor,,,,"Evanston, IL; Bangkok, Thailand"
A_04184,Pratt,James Michael,,,,,,,,,1953,,American,M,Caucasian,,,,,,Film Producer,,,,"Los Angeles, CA; Simi Valley, CA"
A_04185,Pressfield,Steven,,,,,,,,,1943,,American,M,Caucasian,,,Straight,Duke,,Screenwriter,,,,"Port of Spain, Trinidad"
A_04186,Preston,Douglas J,,,,,,,,,1956,,American,M,Caucasian,,,Straight,Pomona Coll,,Journalist,,,,"Cambridge, MA; New York, NY"
A_04187,Prez,Loida Maritza,,,,,,,,,1963,,American,F,Hispanic,Dominican-American,,,Cornell,,,,,,"Dominican Republic; New York City, NY"
A_04188,Proulx,Annie,,,,,,,,C,1935,,American,F,Caucasian,French-Canadian,,Straight,"U of VT, Concordia U",,Journalist,,,,"Norwich, CT"
A_04189,Krentz,Jayne Ann,,Quick,Amanda,,,,,,1948,,American,F,Caucasian,,,Straight,"UC Santa Cruz, San Jose State U",,Librarian,,,,"Cobb, CA; Seattle, WA"
A_04190,Quinn,Daniel,,,,,,,,,1935,,American,M,Caucasian,,,Straight,Loyola U,,Publisher,Environmentalism,,,"Omaha, NE; Houston, TX"
A_04191,Quionez,Ernesto,,,,,,,,,1969,,American,M,Hispanic,Ecuadorian-American,,,,,Professor,,,,"Ecuador; Ithaca, NY"
A_04192,Raleigh,Michael,,,,,,,,,1947,,American,M,Caucasian,,,Straight,"DePaul U, Michigan State U",,Teacher,,,,"Chicago, IL"
A_04193,Raney,Deborah,,,,,,,,,1955,,American,F,Caucasian,,,Straight,"Emporia State U, Kansas State U",,,,Christian,,"San Antonio, TX; Wichita, KS"
A_04194,Raphael,Lev,,,,,,,,,1954,,American,M,Caucasian,,,Gay,Michigan State U,U of Massachussetts Amherst,Professor,,Jewish,,"New York City, NY"
A_04195,Reiken,Frederick,,,,,,,,,1966,,American,M,Caucasian,,,Straight,Princeton,U of CA-Irvine,Teacher,,,,"Livingston, NJ"
A_04196,Reuss,Frederick,,,,,,,,,1960,,American,M,Caucasian,,,Straight,,,,,Jewish,,"Washington, DC"
A_04197,Reynolds,Marjorie,,,,,,,,,1944,,American,F,Caucasian,,,Straight,Indiana U,,Regional Advertising Director,,,,"Mishawaka, IN; CA; Seattle, WA"
A_04198,Reynolds,Sheri,,,,,,,,,1967,,American,F,Caucasian,,,,"Davidson Coll, Virginia Commonwealth U",,Professor,,,,SC; VA
A_04199,Rhodes,Jewell Parker,,,,,,,,,1954,,American,F,Black,African-American,,,Carnegie Mellon,,Professor,,,,"Pittsburgh, PA"
A_04200,Rice,Robert,,,,,,,,,1945,,American,M,Caucasian,,,,,,,,,,MT
A_04201,Ripley,Ann,,,,,,,,,1957,,American,F,Caucasian,,,Straight,,,Journalist,,,,"Lyons, CO"
A_04202,Robb,Candace M,,,,,,,,,1950,,American,F,Caucasian,,,,,,Editor,,,,"NC; Cincinnati, OH; Seattle, WA"
A_04203,Roberts,Les,,,,,,,,,1937,,American,M,Caucasian,,,Straight,,,Screenwriter,,,,"Chicago, IL; Cleveland Heights, OH"
A_04204,Rose,Joanna,,,,,,,,,,,American,F,Caucasian,,,,,,Critic,,,,"Portland, OR"
A_04205,Ross,Kate,,,,,,,,,1956,1998,American,F,Caucasian,,,,"Wellesley Coll, Yale ",,Lawyer,,,,"Boston, MA"
A_04206,Roszak,Theodore,,,,,,,,,1933,2011,American,M,Caucasian,,,Straight,"UCLA, Princeton",,Professor,,,,"Chicago, IL; Berkeley, CA"
A_04207,Rozan,S. J,,,,,,,,,1950,,American,F,Caucasian,,,,"Oberlin Coll, SUNY at Buffalo",,Architect,,,,"New York City, NY"
A_04208,Rubio,Gwyn Hyman,,,,,,,,,1949,,American,F,Caucasian,,,Straight,Florida State U,Warren Wilson Coll,Teacher,,,,"Macon, GA; KY"
A_04209,Russell,Josh,,,,,,,,,,,American,M,Caucasian,,,,,,Professor,,,,"Normal, IL; Newnan, GA"
A_04210,Russell,Mary Doria,,,,,,,,,1950,,American,F,Caucasian,,,Straight,"U of Illinois, Northeastern U, U of Michigan",,Teacher,,Jewish,,"Elmhurst, IL"
A_04211,Ryman,Geoff,,,,,,,,,1951,,American,M,Caucasian,Canadian-American,,Gay,UCLA,,Teacher,,,,Canada; USA; England
A_04212,Sallis,James,,,,,,,,,1944,,American,M,Caucasian,,,,Tulane U,,Teacher,,,,"Helena, AR"
A_04213,Sams,Ferrol,,,,,,,,,1922,2013,American,M,Caucasian,,,Straight,Mercer U,,Doctor,,,,"Fayette County, GA"
A_04214,Camp,John Roswell,,Sandford,John,,,,,,1944,,American,M,Caucasian,,,Straight,U of Iowa,,Journalist,,,,"Cedar Rapids, IA; Minneapolis, MN"
A_04215,Sayles,John,,,,,,,,,1950,,American,M,Caucasian,,,Straight,Williams Coll ,,Filmmaker,,,,"Schenectady, NY"
A_04216,Saylor,Steven,,,,,,,,,1956,,American,M,Caucasian,,,Gay,U of Texas at Austin,,,,,,"Port Lavaca, TX; Berkeley, CA; Austin, TX"
A_04217,Scarborough,Elizabeth Ann,,,,,,,,,1947,,American,F,Caucasian,,,Straight,U of Alaska Fairbanks,,Nurse,,,,"Kansas City, MO; AK; Port Townsend, WA"
A_04218,Schaeffer,Frank,,,,,,,,,1952,,American,M,Caucasian,,,,,,Screenwriter,,,,Switzerland
A_04219,Schaeffer,Susan Fromberg,,,,,,,,,1940,2011,American,F,Caucasian,,,Straight,U of Chicago,,Professor,,,,"New York City, NY"
A_04220,Schappell,Elissa,,,,,,,,,,,American,F,Caucasian,,,Straight,,NYU,Teacher,,,,"DE; New York City, NY"
A_04221,Scofield,Sandra Jean,,,,,,,,,1943,,American,F,Caucasian,,,,,,Teacher,,,,"Wichita Falls, TX"
A_04222,Scott,Joanna,,,,,,,,C,1960,,American,F,Caucasian,,,Straight,"Trinity Coll (CT), Brown",,Professor,,,,"Darien, CT; Rochester, NY"
A_04223,Scott,Justin,,,,,,,,,1944,,American,M,Caucasian,,,,,,,,,,"New York City, NY"
A_04224,See,Lisa,,,,,,,,,1955,,American,F,Caucasian,,,Straight,Loyola Marymount U,,Journalist,,,,"Paris, France; Los Angeles, CA"
A_04225,Senna,Danzy,,,,,,,,,1970,,American,F,Mixed,Afro-Mexican-Irish-American,,Straight,Stanford,UC Irvine,Journalist,,,,"Boston, MA; NY; Orange County, CA"
A_04226,Senz,Benjamin Alire,,,,,,,,,1954,,American,M,Chicano,Mexican-American,,Gay,"St. Thomas Seminary , U of Texas at El Paso, U of Iowa",,,,,,NM
A_04227,Shames,Laurence,,,,,,,,,1951,,American,M,Caucasian,,,,NYU,,Journalist,,,,"Newark, NJ"
A_04228,Sharma,Akhil,,,,,,,,,1971,,American,M,Asian,Indian-American,1,Straight,Princeton ,,Professor,,,,"Delhi, India; Edison, NJ"
A_04229,Shea,Suzanne Strempek,,,,,,,,,,,American,F,Caucasian,,,Straight,,,Journalist,,,,"Bondsville, MA"
A_04230,Shepard,Elizabeth,,,,,,,,,,,American,F,,,,,Vassar Coll,Columbia ,Consultant,,,,"New York City, NY"
A_04231,Sherman,Charlotte Watson,,,,,,,,,1958,,American,F,Black,African-American,,,Seattle U,,Librarian,,,,"Seattle, WA"
A_04232,Shields,Jody,,,,,,,,,1952,,American,F,Caucasian,,,,,,Editor,,,,NY
A_04233,Shreve,Anita,,,,,,,,C,1946,,American,F,Caucasian,,,Straight,Tufts U,,Teacher,,,,"Dedham, MA"
A_04234,Shute,Jenefer,,,,,,,,,1956,,American,F,Caucasian,African-American,,,U of Cape Town; U of California,,Professor,,,,"Johannesburg, South Africa; Ancramdale, NY"
A_04235,Sidhwa,Bapsi,,,,,,,,,1938,,American,F,,Pakistani-American,1,Straight,Kinnaird Coll for Women,,Teacher,,,,"Pakistan; Houston, TX"
A_04236,Simons,Paullina,,,,,,,,,1963,,American,F,Caucasian,Russian-American,,Straight,U of Kansas,,Journalist,,,,"Russia; Long Island, NY"
A_04237,Simpson,Mona,,,,,,,,,1957,,American,F,Mixed,Syrian-German,,Straight,UC Berkeley,Columbia,Professor,,,,"Green Bay, WI; Los Angeles, CA"
A_04238,Sinclair,April,,,,,,,,,1954,,American,F,Black,African-American,,,"Western Illinois U, San Francisco State U",,Community Activist,,,,"Chicago, IL"
A_04239,Skibell,Joseph,,,,,,,,,1959,,American,M,Caucasian,,,,U of Texas at Austin,Michener Center for Writers,Professor,,,,"Lubbock, TX; Atlanta, GA"
A_04240,Smith,April,,,,,,,,,1949,,American,F,Caucasian,,,,Boston U,Stanford,Screenwriter,,,,"New York City, NY; Los Angeles, CA"
A_04241,Smith,Mary-Ann Tirone,,,,,,,,,1944,,American,F,Caucasian,,,,,,,,,,CT
A_04242,Smith,Scott,,,,,,,,,1965,,American,M,Caucasian,,,,"Dartmouth Coll, Columbia U",,,,,,"Summit, NJ; Toledo, OH"
A_04243,Sprague,Gretchen,,,,,,,,,1926,2003,American,F,,,,,"U of Nebraska, Columbia U",,Lawyer,,,,"New York City, NY"
A_04244,Stabenow,Dana,,,,,,,,,1952,,American,F,Caucasian,,,,U of Alaska,U of Alaska,,,,,"Anchorage, AK"
A_04245,Stackpole,Michael A.,,,,,,,,,1957,,American,M,Caucasian,,,,U of Vermont,,Game Designer,,,,"Wausau, WI; VT"
A_04246,Standiford,Les,,,,,,,,,1945,,American,M,Caucasian,,,Straight,"Muskingum College, U of Utah",,Professor,,,,"Miami, FL"
A_04247,Stanton,Mary,,,,,,,,,1947,,American,F,Caucasian,,,Straight,U of Minnesota,,Copywriter,,,,"Winter Park, FL; HI"
A_04248,Westlake,Donald E.,,Stark,Richard,,,,,,1933,2008,American,M,Caucasian,,,Straight,"Champlain Coll, Harpur Coll",,,,,,"New York City, NY; Albany, NY"
A_04249,Staub,Wendy Corsi,,,,,,,,,1964,,American,F,Caucasian,,,Straight,SUNY at Fredonia,,Editor,,,,"New York City, NY"
A_04250,Stein,Garth,,,,,,,,,1964,,American,M,Caucasian,,,Straight,Columbia,Columbia,Film Producer,,,,"Los Angeles, CA; Seattle, WA; New York City, NY"
A_04251,Sterling,Bruce,,,,,,,,,1954,,American,M,Caucasian,,,Straight,U of Texas at Austin,,Teacher,,,,"Brownsville, TX"
A_04252,Stevens,Rosemary,,,,,,,,,,,American,F,Caucasian,,,,Virginia Commonwealth U,,,,,,"Richmond, VA; Los Angeles, CA"
A_04253,Stewart,Chris,,,,,,,,,1960,,American,M,Caucasian,,,Straight,Utah State U,,Politician,,Mormon,,"Logan, UT"
A_04254,Stewart,Leah,,,,,,,,,1973,,American,F,Caucasian,,,Straight,"Vanderbilt U, U of Michigan",,Professor,,,,"TX; VA; Cincinnati, OH"
A_04255,Stirling,S. M,,,,,,,,,1953,,American,M,Caucasian,Canadian-American,,Straight,,,,,,,"Metz, France; NM"
A_04256,Stone,Jonathan,,,,,,,,,1956,,American,M,Caucasian,,,Straight,Yale,,Advertising,,,,CT
A_04257,Stone,Katherine,,,,,,,,,1949,,American,F,Caucasian,,,Straight,"Stanford, U of Washington",,Doctor,,,,"Seattle, WA"
A_04258,Stone,Michael,,,,,,,,,1950,,American,M,,,,,,,,,,,"Dallas, TX; Denver, CO"
A_04259,Swanson,Denise,,,,,,,,,1956,,American,F,Caucasian,,,Straight,,,Psychologist,,,,IL
